episode,reward,steps,success
1,-429.40000000000464,1000,0
2,-455.5000000000043,1000,0
3,-478.0000000000045,1000,0
4,-549.100000000002,1000,0
5,-523.9000000000071,1000,0
6,-160.29999999999933,363,1
7,-461.80000000000507,1000,0
8,-407.8000000000052,1000,0
9,-447.4000000000036,1000,0
10,-425.80000000000445,1000,0
11,-467.2000000000045,1000,0
12,-433.9000000000028,1000,0
13,-483.4000000000051,1000,0
14,-195.19999999999905,469,1
15,-406.90000000000305,1000,0
16,-470.8000000000016,1000,0
17,-435.70000000000334,1000,0
18,-460.00000000000466,1000,0
19,-415.9000000000034,1000,0
20,-414.1000000000031,1000,0
21,-418.6000000000017,1000,0
22,-463.6000000000043,1000,0
23,-446.5000000000051,1000,0
24,-460.9000000000037,1000,0
25,-498.70000000000584,1000,0
26,-448.3000000000054,1000,0
27,-418.60000000000446,1000,0
28,-266.7999999999994,681,1
29,-436.6000000000015,1000,0
30,-461.80000000000354,1000,0
31,-432.10000000000355,1000,0
32,-412.30000000000393,1000,0
33,-412.300000000002,1000,0
34,-124.49999999999943,347,1
35,-385.3000000000037,957,1
36,-385.3000000000035,1000,0
37,-396.1000000000031,1000,0
38,-374.5000000000033,1000,0
39,-405.10000000000343,1000,0
40,-380.80000000000314,1000,0
41,-352.3000000000018,915,1
42,-373.60000000000235,1000,0
43,-381.7000000000029,1000,0
44,-379.00000000000273,1000,0
45,-388.00000000000324,1000,0
46,-389.8000000000036,1000,0
47,-204.49999999999864,544,1
48,-382.60000000000457,1000,0
49,-335.40000000000214,881,1
50,-310.40000000000055,829,1
51,-411.40000000000384,1000,0
52,-402.4000000000036,1000,0
53,-240.99999999999824,666,1
54,-227.59999999999843,595,1
55,-399.7000000000018,1000,0
56,-364.6000000000033,1000,0
57,-368.20000000000255,1000,0
58,-398.80000000000416,1000,0
59,-397.90000000000384,1000,0
60,-377.2000000000029,1000,0
61,-356.500000000004,1000,0
62,-404.20000000000357,1000,0
63,-359.2000000000036,1000,0
64,-369.1000000000025,1000,0
65,-394.30000000000354,1000,0
66,-322.50000000000114,860,1
67,-406.9000000000042,1000,0
68,-349.30000000000206,1000,0
69,-336.70000000000255,1000,0
70,-353.8000000000022,1000,0
71,-334.90000000000134,1000,0
72,-329.50000000000256,1000,0
73,-346.6000000000023,1000,0
74,-385.30000000000297,1000,0
75,-379.90000000000146,1000,0
76,-371.80000000000314,1000,0
77,-325.0000000000001,1000,0
78,-355.6000000000015,1000,0
79,-360.1000000000023,1000,0
80,-343.0000000000015,1000,0
81,-353.800000000003,1000,0
82,-343.000000000001,1000,0
83,-367.3000000000035,1000,0
84,-370.000000000002,1000,0
85,-336.7000000000013,1000,0
86,-225.2999999999983,662,1
87,-348.40000000000185,1000,0
88,-339.4000000000019,1000,0
89,-370.9000000000039,1000,0
90,-360.10000000000196,1000,0
91,-334.90000000000094,1000,0
92,-333.10000000000116,1000,0
93,-367.30000000000246,1000,0
94,-392.50000000000233,1000,0
95,-361.0000000000026,1000,0
96,-379.9000000000038,1000,0
97,-379.00000000000307,1000,0
98,-327.70000000000124,1000,0
99,-347.50000000000205,1000,0
100,-385.3000000000027,1000,0
101,-405.1000000000039,1000,0
102,-370.0000000000034,1000,0
103,-359.200000000003,1000,0
104,-370.9000000000032,1000,0
105,-356.5000000000025,1000,0
106,-374.50000000000296,1000,0
107,-370.0000000000026,1000,0
108,-371.80000000000405,1000,0
109,-345.7000000000022,1000,0
110,-342.10000000000093,1000,0
111,-380.80000000000257,1000,0
112,-356.5000000000033,1000,0
113,-422.20000000000175,1000,0
114,-376.3000000000026,1000,0
115,-352.0000000000016,1000,0
116,-381.70000000000346,1000,0
117,-408.70000000000346,1000,0
118,-339.4000000000021,1000,0
119,-377.2000000000024,1000,0
120,-368.20000000000255,1000,0
121,-391.60000000000366,1000,0
122,-369.1000000000026,1000,0
123,-315.10000000000014,1000,0
124,-358.30000000000234,1000,0
125,-337.6000000000027,1000,0
126,-358.3000000000012,1000,0
127,-312.40000000000015,1000,0
128,-344.80000000000075,1000,0
129,-346.6000000000016,1000,0
130,-370.9000000000023,1000,0
131,-370.0000000000018,1000,0
132,-384.40000000000305,1000,0
133,-217.19999999999843,608,1
134,-334.0000000000002,1000,0
135,-361.90000000000293,1000,0
136,-367.30000000000393,1000,0
137,-371.80000000000337,1000,0
138,-370.0000000000023,1000,0
139,-352.00000000000244,1000,0
140,-343.0000000000018,1000,0
141,-346.6,1000,0
142,-379.00000000000273,1000,0
143,-374.50000000000296,1000,0
144,-334.9000000000016,1000,0
145,-306.1000000000015,1000,0
146,-370.00000000000273,1000,0
147,-365.5000000000023,1000,0
148,-373.60000000000196,1000,0
149,-364.60000000000423,1000,0
150,-335.800000000002,1000,0
151,-377.20000000000334,1000,0
152,-335.80000000000155,1000,0
153,-135.0999999999989,489,1
154,-381.7000000000007,1000,0
155,-382.60000000000355,1000,0
156,-351.10000000000196,1000,0
157,-163.99999999999878,517,1
158,-341.20000000000215,1000,0
159,-334.9000000000014,1000,0
160,-348.40000000000225,1000,0
161,-334.9000000000011,1000,0
162,-352.00000000000324,1000,0
163,-367.30000000000376,1000,0
164,-370.9000000000039,1000,0
165,-308.8000000000002,1000,0
166,-326.8000000000002,1000,0
167,-322.30000000000155,1000,0
168,-392.5000000000048,1000,0
169,-348.40000000000236,1000,0
170,-312.4000000000002,1000,0
171,-370.9000000000045,1000,0
172,-345.7000000000021,1000,0
173,-313.30000000000126,1000,0
174,-343.90000000000083,1000,0
175,-327.700000000002,1000,0
176,-361.0000000000025,1000,0
177,-320.50000000000045,1000,0
178,-142.9999999999992,433,1
179,-309.7000000000006,1000,0
180,-306.10000000000053,1000,0
181,-331.3000000000022,1000,0
182,-330.40000000000083,1000,0
183,-218.99999999999827,671,1
184,-376.300000000003,1000,0
185,-338.5000000000017,1000,0
186,-184.49999999999852,551,1
187,-286.4999999999983,860,1
188,-231.59999999999792,707,1
189,-380.8000000000027,1000,0
190,-354.7000000000031,1000,0
191,-361.00000000000375,1000,0
192,-357.40000000000185,1000,0
193,-317.1000000000009,950,1
194,-134.69999999999908,413,1
195,-378.10000000000326,1000,0
196,-295.5000000000002,833,1
197,-353.8000000000028,1000,0
198,-250.5999999999982,717,1
199,-364.80000000000115,977,1
200,-366.4000000000035,1000,0
201,-361.00000000000233,1000,0
202,-327.6000000000007,848,1
203,-334.90000000000276,1000,0
204,-357.4000000000029,1000,0
205,-381.7000000000037,1000,0
206,-317.8000000000018,1000,0
207,-128.79999999999924,354,1
208,-410.50000000000426,1000,0
209,-360.1000000000031,1000,0
210,-349.30000000000234,1000,0
211,-190.69999999999865,568,1
212,-351.1000000000026,1000,0
213,-368.2000000000041,1000,0
214,-153.79999999999916,469,1
215,-346.6000000000018,1000,0
216,-364.6000000000032,1000,0
217,-352.0000000000029,1000,0
218,-380.80000000000325,1000,0
219,-333.1000000000021,1000,0
220,-364.60000000000343,1000,0
221,-334.00000000000136,1000,0
222,-353.8000000000033,1000,0
223,-349.300000000002,1000,0
224,-343.0000000000017,1000,0
225,-364.60000000000326,1000,0
226,-367.3000000000028,1000,0
227,-353.8000000000019,1000,0
228,-334.4000000000013,970,1
229,-332.2000000000022,1000,0
230,-346.60000000000184,1000,0
231,-352.9000000000038,1000,0
232,-352.9000000000029,1000,0
233,-355.60000000000264,1000,0
234,-351.1000000000015,1000,0
235,-366.4000000000034,1000,0
236,-319.6000000000009,1000,0
237,-356.5000000000033,1000,0
