episode,reward,steps,success,epsilon
1,-278.7999999999992,1000,0,0.995
2,-236.8999999999977,950,1,0.990025
3,-305.9999999999996,1000,0,0.985074875
4,-235.5999999999974,1000,0,0.9801495006250001
5,-138.49999999999906,610,1,0.9752487531218751
6,-100.3999999999995,433,1,0.9703725093562657
7,-149.89999999999895,620,1,0.9655206468094844
8,-234.7999999999973,1000,0,0.960693043575437
9,-285.9999999999991,1000,0,0.9558895783575597
10,-73.59999999999991,325,1,0.9511101304657719
11,-190.1999999999983,811,1,0.946354579813443
12,-119.19999999999945,457,1,0.9416228069143757
13,-39.90000000000012,204,1,0.9369146928798039
14,-254.3999999999977,1000,0,0.9322301194154049
15,-252.79999999999762,1000,0,0.9275689688183278
16,-70.19999999999999,347,1,0.9229311239742362
17,-241.59999999999755,1000,0,0.918316468354365
18,-264.59999999999945,915,1,0.9137248860125932
19,-185.89999999999776,892,1,0.9091562615825302
20,-184.9999999999984,715,1,0.9046104802746175
21,-210.1999999999981,855,1,0.9000874278732445
22,-273.9999999999986,1000,0,0.8955869907338783
23,-290.39999999999975,1000,0,0.8911090557802088
24,-84.79999999999971,361,1,0.8866535105013078
25,-112.99999999999953,471,1,0.8822202429488013
26,-242.69999999999743,940,1,0.8778091417340573
27,-241.59999999999715,1000,0,0.8734200960253871
28,-240.79999999999782,1000,0,0.8690529955452602
29,-219.1999999999975,1000,0,0.8647077305675338
30,-217.99999999999724,1000,0,0.8603841919146962
31,-216.7999999999975,1000,0,0.8560822709551227
32,-219.99999999999707,1000,0,0.851801859600347
33,-220.7999999999973,1000,0,0.8475428503023453
34,-215.19999999999757,1000,0,0.8433051360508336
35,-218.79999999999745,1000,0,0.8390886103705794
36,-209.1999999999973,1000,0,0.8348931673187264
37,-221.19999999999754,1000,0,0.8307187014821328
38,-205.1999999999974,1000,0,0.8265651079747222
39,-215.59999999999727,1000,0,0.8224322824348486
40,-230.79999999999782,1000,0,0.8183201210226743
41,-208.39999999999728,1000,0,0.8142285204175609
42,-205.59999999999732,1000,0,0.810157377815473
43,-209.59999999999744,1000,0,0.8061065909263957
44,-202.39999999999722,1000,0,0.8020760579717637
45,-217.5999999999974,1000,0,0.798065677681905
46,-201.99999999999724,1000,0,0.7940753492934954
47,-194.39999999999725,1000,0,0.7901049725470279
48,-192.79999999999734,1000,0,0.7861544476842928
49,-189.99999999999744,1000,0,0.7822236754458713
50,-213.99999999999744,1000,0,0.778312557068642
51,-229.19999999999783,1000,0,0.7744209942832988
52,-191.99999999999724,1000,0,0.7705488893118823
53,-199.19999999999752,1000,0,0.7666961448653229
54,-189.9999999999972,1000,0,0.7628626641409962
55,-191.9999999999972,1000,0,0.7590483508202912
56,-207.5999999999972,1000,0,0.7552531090661897
57,-193.5999999999974,1000,0,0.7514768435208588
58,-199.99999999999756,1000,0,0.7477194593032545
59,-217.59999999999712,1000,0,0.7439808620067382
60,-189.1999999999975,1000,0,0.7402609576967045
61,-204.79999999999765,1000,0,0.736559652908221
62,-189.99999999999744,1000,0,0.7328768546436799
63,-173.99999999999733,1000,0,0.7292124703704616
64,-188.79999999999754,1000,0,0.7255664080186093
65,-188.79999999999728,1000,0,0.7219385759785162
66,-175.99999999999744,1000,0,0.7183288830986236
67,-189.1999999999973,1000,0,0.7147372386831305
68,-195.1999999999976,1000,0,0.7111635524897149
69,-176.3999999999973,1000,0,0.7076077347272662
70,-185.59999999999715,1000,0,0.7040696960536299
71,-190.39999999999728,1000,0,0.7005493475733617
72,-208.3999999999975,1000,0,0.697046600835495
73,-170.79999999999725,1000,0,0.6935613678313175
74,-176.39999999999748,1000,0,0.6900935609921609
75,-205.59999999999772,1000,0,0.6866430931872001
76,-188.39999999999728,1000,0,0.6832098777212641
77,-178.3999999999974,1000,0,0.6797938283326578
78,-177.1999999999973,1000,0,0.6763948591909945
79,-188.79999999999734,1000,0,0.6730128848950395
80,-178.39999999999733,1000,0,0.6696478204705644
81,-177.99999999999733,1000,0,0.6662995813682115
82,-181.99999999999747,1000,0,0.6629680834613705
83,-171.9999999999973,1000,0,0.6596532430440636
84,-189.59999999999735,1000,0,0.6563549768288433
85,-191.9999999999971,1000,0,0.653073201944699
86,-190.3999999999978,1000,0,0.6498078359349755
87,-183.5999999999975,909,1,0.6465587967553006
88,-167.29999999999714,966,1,0.6433260027715241
89,-224.39999999999753,1000,0,0.6401093727576664
90,-148.89999999999753,870,1,0.6369088258938781
91,-239.1999999999972,1000,0,0.6337242817644086
92,-201.59999999999826,865,1,0.6305556603555866
93,-168.79999999999816,785,1,0.6274028820538087
94,-39.80000000000008,175,1,0.6242658676435396
95,-221.59999999999673,1000,0,0.6211445383053219
96,-212.39999999999748,1000,0,0.6180388156137953
97,-8.29999999999999,100,1,0.6149486215357263
98,-99.69999999999919,602,1,0.6118738784280476
99,-194.7999999999976,1000,0,0.6088145090359074
100,-150.09999999999795,854,1,0.6057704364907278
101,-179.19999999999754,1000,0,0.6027415843082742
102,-123.59999999999908,681,1,0.5997278763867329
103,-178.39999999999708,1000,0,0.5967292370047992
104,-182.3999999999975,1000,0,0.5937455908197752
105,-172.39999999999753,1000,0,0.5907768628656763
106,-178.7999999999973,1000,0,0.5878229785513479
107,-168.3999999999973,1000,0,0.5848838636585911
108,-166.3999999999973,1000,0,0.5819594443402982
109,-193.99999999999739,1000,0,0.5790496471185967
110,-205.99999999999736,1000,0,0.5761543988830038
111,-191.5999999999972,1000,0,0.5732736268885887
112,-189.19999999999723,1000,0,0.5704072587541458
113,-183.19999999999737,1000,0,0.567555222460375
114,-177.9999999999973,1000,0,0.5647174463480732
115,-167.99999999999733,1000,0,0.5618938591163328
116,-172.79999999999728,1000,0,0.5590843898207511
117,-142.39999999999785,1000,0,0.5562889678716474
118,-147.19999999999737,1000,0,0.5535075230322891
119,-120.2999999999989,780,1,0.5507399854171277
120,-147.19999999999754,1000,0,0.547986285490042
121,-147.1999999999976,1000,0,0.5452463540625918
122,-137.1999999999975,1000,0,0.5425201222922789
123,-61.40000000000012,399,1,0.5398075216808175
124,-154.39999999999776,1000,0,0.5371084840724134
125,-131.99999999999775,1000,0,0.5344229416520513
126,-148.39999999999785,1000,0,0.531750826943791
127,-132.39999999999785,1000,0,0.5290920728090721
128,-138.7999999999977,1000,0,0.5264466124450268
129,-137.1999999999977,1000,0,0.5238143793828016
130,-131.99999999999773,1000,0,0.5211953074858876
131,-141.59999999999772,1000,0,0.5185893309484582
132,-133.59999999999783,1000,0,0.5159963842937159
133,-131.99999999999793,1000,0,0.5134164023722473
134,-132.79999999999785,1000,0,0.510849320360386
135,-141.9999999999975,1000,0,0.5082950737585841
136,-103.69999999999854,846,1,0.5057535983897912
137,-133.5999999999977,1000,0,0.5032248303978422
138,-32.30000000000013,260,1,0.500708706245853
139,-31.60000000000018,273,1,0.4982051627146237
140,-93.49999999999926,700,1,0.49571413690105054
141,-107.39999999999847,815,1,0.4932355662165453
142,-21.999999999999996,149,1,0.4907693883854626
143,-32.20000000000014,243,1,0.4883155414435353
144,-43.000000000000234,339,1,0.4858739637363176
145,-152.39999999999696,1000,0,0.483444593917636
146,-51.10000000000037,424,1,0.4810273709480478
147,-2.099999999999982,82,1,0.47862223409330756
148,-173.1999999999977,1000,0,0.47622912292284103
149,-157.99999999999736,1000,0,0.4738479773082268
150,-169.1999999999976,1000,0,0.47147873742168567
151,-19.600000000000094,217,1,0.46912134373457726
152,-42.40000000000028,341,1,0.46677573701590436
153,-87.49999999999928,604,1,0.46444185833082485
154,-0.6999999999999886,68,1,0.46211964903917074
155,-162.79999999999765,1000,0,0.4598090507939749
156,-94.29999999999902,656,1,0.457510005540005
157,-5.199999999999978,97,1,0.45522245551230495
158,-38.400000000000226,333,1,0.4529463432347434
159,-46.70000000000027,352,1,0.4506816115185697
160,-36.20000000000025,323,1,0.4484282034609769
161,-10.900000000000016,134,1,0.446186062443672
162,-23.000000000000064,175,1,0.4439551321314536
163,-44.100000000000286,358,1,0.4417353564707963
164,-14.00000000000006,177,1,0.43952667968844233
165,1.4000000000000057,55,1,0.43732904629000013
166,-0.49999999999998934,70,1,0.4351424010585501
167,-2.1999999999999886,79,1,0.43296668905325736
168,-1.9999999999999876,65,1,0.43080185560799106
169,1.900000000000004,54,1,0.4286478463299511
170,-2.3999999999999915,61,1,0.42650460709830135
171,-2.3999999999999844,81,1,0.42437208406280985
172,-18.10000000000002,162,1,0.4222502236424958
173,-13.5,112,1,0.42013897252428334
174,-5.9999999999999805,97,1,0.4180382776616619
175,1.3000000000000078,56,1,0.4159480862733536
176,-3.7999999999999936,67,1,0.41386834584198684
177,-3.5999999999999854,89,1,0.4117990041127769
178,-10.699999999999992,124,1,0.40974000909221303
179,-4.099999999999989,78,1,0.40769130904675194
180,-1.3999999999999968,55,1,0.40565285250151817
181,-6.199999999999989,75,1,0.4036245882390106
182,-6.8999999999999915,102,1,0.4016064652978155
183,-6.499999999999979,114,1,0.3995984329713264
184,-3.2999999999999865,82,1,0.3976004408064698
185,4.800000000000001,45,1,0.39561243860243744
186,-0.4999999999999858,78,1,0.3936343764094253
187,-1.2999999999999865,78,1,0.39166620452737816
188,-36.50000000000022,286,1,0.3897078735047413
189,-1.1999999999999797,85,1,0.3877593341372176
190,-6.499999999999979,94,1,0.3858205374665315
191,-9.099999999999987,128,1,0.38389143477919885
192,-20.40000000000009,209,1,0.3819719776053028
193,-110.99999999999861,791,1,0.3800621177172763
194,-42.20000000000023,315,1,0.37816180712868996
195,-42.80000000000028,361,1,0.37627099809304654
196,-145.19999999999766,1000,0,0.3743896431025813
197,-91.4999999999992,736,1,0.37251769488706843
198,-23.000000000000107,215,1,0.3706551064126331
199,-90.29999999999923,708,1,0.36880183088056995
200,-46.2000000000003,379,1,0.3669578217261671
201,-57.00000000000034,483,1,0.36512303261753626
202,-24.700000000000074,224,1,0.3632974174544486
203,-9.400000000000016,135,1,0.3614809303671764
204,1.0000000000000089,55,1,0.3596735257153405
205,-2.499999999999993,62,1,0.3578751580867638
206,3.500000000000001,38,1,0.35608578229633
207,-13.60000000000004,157,1,0.3543053533848483
208,2.6000000000000068,47,1,0.35253382661792404
209,-20.500000000000092,186,1,0.3507711574848344
210,1.7000000000000064,64,1,0.34901730169741024
211,-7.899999999999988,104,1,0.3472722151889232
212,-1.399999999999995,63,1,0.3455358541129786
213,1.2000000000000082,65,1,0.3438081748424137
214,1.1000000000000103,62,1,0.3420891339682016
215,-3.8999999999999932,68,1,0.3403786882983606
216,-51.80000000000023,307,1,0.3386767948568688
217,3.8000000000000025,35,1,0.33698341088258443
218,1.400000000000004,47,1,0.3352984938281715
219,-11.299999999999994,162,1,0.33362200135903064
220,5.0,43,1,0.33195389135223546
221,4.000000000000005,45,1,0.3302941218954743
222,-0.09999999999999254,66,1,0.32864265128599696
223,5.0,39,1,0.326999438029567
224,0.7000000000000064,58,1,0.3253644408394192
225,4.8999999999999995,36,1,0.3237376186352221
226,4.6,35,1,0.322118930542046
227,3.900000000000002,46,1,0.32050833588933575
228,2.8000000000000025,49,1,0.31890579420988907
229,4.500000000000002,44,1,0.3173112652388396
230,-8.799999999999986,125,1,0.3157247089126454
231,-15.10000000000002,104,1,0.3141460853680822
232,1.9000000000000075,58,1,0.3125753549412418
233,-9.3,138,1,0.31101247816653554
234,3.400000000000005,47,1,0.30945741577570285
235,3.300000000000005,40,1,0.3079101286968243
236,4.200000000000003,51,1,0.3063705780533402
237,4.900000000000001,40,1,0.30483872516307353
238,-17.000000000000075,187,1,0.3033145315372582
239,4.800000000000001,33,1,0.3017979588795719
240,-2.8999999999999897,78,1,0.30028896908517405
241,-3.4999999999999982,52,1,0.2987875242397482
242,1.8000000000000007,51,1,0.29729358661854943
243,-4.599999999999996,63,1,0.29580711868545667
244,-8.400000000000006,69,1,0.2943280830920294
245,6.199999999999998,31,1,0.29285644267656924
246,5.1,34,1,0.2913921604631864
247,4.000000000000004,45,1,0.28993519966087045
248,4.200000000000003,43,1,0.2884855236625661
249,2.000000000000001,41,1,0.28704309604425327
250,2.4000000000000066,49,1,0.285607880564032
251,7.499999999999999,26,1,0.28417984116121187
252,5.2,37,1,0.2827589419554058
253,5.6,37,1,0.28134514724562876
254,4.600000000000001,43,1,0.2799384215094006
255,4.200000000000001,43,1,0.27853872940185365
256,4.700000000000003,46,1,0.27714603575484437
257,-2.899999999999986,70,1,0.2757603055760701
258,5.4,35,1,0.2743815040481898
259,-0.1999999999999904,71,1,0.2730095965279488
260,1.70000000000001,72,1,0.27164454854530906
261,1.800000000000006,59,1,0.2702863258025825
262,-12.500000000000007,142,1,0.2689348941735696
263,5.999999999999999,33,1,0.26759021970270175
264,0.7000000000000064,62,1,0.2662522686041882
265,5.899999999999999,34,1,0.2649210072611673
266,3.6000000000000014,49,1,0.26359640222486147
267,-2.799999999999983,89,1,0.26227842021373715
268,1.3000000000000078,60,1,0.2609670281126685
269,5.000000000000002,31,1,0.25966219297210513
270,0.9000000000000092,68,1,0.2583638820072446
271,-2.4999999999999822,102,1,0.2570720625972084
272,6.799999999999999,29,1,0.25578670228422234
273,2.6000000000000068,55,1,0.25450776877280124
274,4.200000000000003,43,1,0.2532352299289372
275,0.8000000000000114,73,1,0.2519690537792925
276,3.600000000000004,41,1,0.2507092085103961
277,5.200000000000001,41,1,0.2494556624678441
278,0.20000000000001172,75,1,0.24820838415550486
279,-7.899999999999974,128,1,0.24696734223472733
280,-0.39999999999998614,69,1,0.2457325055235537
281,-9.40000000000002,139,1,0.24450384299593592
282,3.100000000000005,62,1,0.24328132378095624
283,5.4,35,1,0.24206491716205145
284,0.8000000000000078,57,1,0.2408545925762412
285,0.3000000000000185,82,1,0.23965031961336
286,2.000000000000009,73,1,0.2384520680152932
